CODIGO	DIAGNOSTIC
P929	PROBLEMA NO ESPECIFICADO DE LA ALIMENTACION DEL RECIEN NACIDO
P93	REACCIONES E INTOXICACIONES DEBIDAS A DROGAS ADMINISTRADAS AL FETO Y AL RECIEN NACIDO
P93X	REACCIONES E INTOXICACIONES DEBIDAS A DROGAS ADMINISTRADAS AL FETO Y AL RECIEN NACIDO
P94	TRASTORNOS DEL TONO MUSCULAR EN EL RECIEN NACIDO
P940	MIASTENIA GRAVE NEONATAL TRANSITORIA
P941	HIPERTONIA CONGENITA
P942	HIPOTONIA CONGENITA
P948	OTROS TRASTORNOS DEL TONO MUSCULAR EN EL RECIEN NACIDO
P949	TRASTORNO NO ESPECIFICADO DEL TONO MUSCULAR EN EL RECIEN NACIDO
P95	MUERTE FETAL DE CAUSA NO ESPECIFICADA
P95X	MUERTE FETAL DE CAUSA NO ESPECIFICADA
P96	OTRAS AFECCIONES ORIGINADAS EN EL PERIODO PERINATAL
P960	INSUFICIENCIA RENAL CONGENITA
P961	SINTOMAS NEONATALES DE ABSTINENCIA POR DROGADICCION MATERNA
P962	SINTOMAS DE ABSTINENCIA POR EL USO TERAPEUTICO DE DROGAS EN EL RECIEN NACIDO
P963	AMPLITUD DE LAS SUTURAS CRANEALES DEL RECIEN NACIDO
P964	"TERMINACION DEL EMBARAZO, FETO Y RECIEN NACIDO"
P965	"COMPLICACIONES DE PROCEDIMIENTOS INTRAUTERINOS, NO CLASIFICADOS EN OTRA PARTE"
P968	OTRAS AFECCIONES ESPECIFICADAS ORIGINADAS EN EL PERIODO PERINATAL
P969	AFECCION NO ESPECIFICADA ORIGINADA EN EL PERIODO PERINATAL
Q00	ANENCEFALIA Y MALFORMACIONES CONGENITAS SIMILARES
Q000	ANENCEFALIA
Q001	CRANEORRAQUISQUISIS
Q002	INIENCEFALIA
Q01	ENCEFALOCELE
Q010	ENCEFALOCELE FRONTAL
Q011	ENCEFALOCELE NASOFRONTAL
Q012	ENCEFALOCELE OCCIPITAL
Q018	ENCEFALOCELE DE OTROS SITIOS
Q019	"ENCEFALOCELE, NO ESPECIFICADO"
Q02	MICROCEFALIA
Q02X	MICROCEFALIA
Q03	HIDROCEFALO CONGENITO
Q030	MALFORMACIONES DEL ACUEDUCTO DE SILVIO
Q031	ATRESIA DE LOS AGUJEROS DE MAGENDIE Y DE LUSCHKA
Q038	OTRO HIDROCEFALO CONGENITO
Q039	"HIDROCEFALO CONGENITO, NO ESPECIFICADO"
Q04	OTRAS MALFORMACIONES CONGENITAS DEL ENCEFALO
Q040	MALFORMACIONES CONGENITAS DEL CUERPO CALLOSO
Q041	ARRINENCEFALIA
Q042	HOLOPROSENCEFALIA
Q043	OTRAS ANOMALIAS HIPOPLASICAS DEL ENCEFALO
Q044	DISPLASIA OPTICOSEPTAL
Q045	MEGALENCEFALIA
Q046	QUISTES CEREBRALES CONGENITOS
Q048	"OTRAS MALFORMACIONES CONGENITASDEL ENCEFALO, ESPECIFICADAS"
Q049	"MALFORMACION CONGENITA DEL ENCEFALO, NO ESPECIFICADA"
Q05	ESPINA BIFIDA
Q050	ESPINA BIFIDA CERVICAL CON HIDROCEFALO
Q051	ESPINA BIFIDA TORACICA CON HIDROCEFALO
Q052	ESPINA BIFIDA LUMBAR CON HIDROCEFALO
Q053	ESPINA BIFIDA SACRA CON HIDROCEFALO
Q054	"ESPINA BIFIDA CON HIDROCEFALO, SIN OTRA ESPECIFICACION"
Q055	ESPINA BIFIDA CERVICAL SIN HIDROCEFALO
Q056	ESPINA BIFIDA TORACICA SIN HIDROCEFALO
Q057	ESPINA BIFIDA LUMBAR SIN HIDROCEFALO
Q058	ESPINA BIFIDA SACRA SIN HIDROCEFALO
Q059	"ESPINA BIFIDA, NO ESPECIFICADA"
Q06	OTRAS MALFORMACIONES CONGENITAS DE LA MEDULA ESPINAL
Q060	AMIELIA
Q061	HIPOPLASIA Y DISPLASIA DE LA MEDULA ESPINAL
Q062	DIASTEMATOMIELIA
Q063	OTRAS ANOMALIAS CONGENITAS DE LA COLA DE CABALLO
Q064	HIDROMIELIA
Q068	OTRAS MALFORMACIONES CONGENITAS ESPECIFICADAS DE LA MEDULA ESPINAL
Q069	"MALFORMACION CONGENITA DE LA MEDULA ESPINAL, NO ESPECIFICADA"
Q07	OTRAS MALFORMACIONES CONGENITAS DEL SISTEMA NERVIOSO
Q070	SINDROME DE ARNOLD-CHIARI
Q078	"OTRAS MALFORMACIONES CONGENITAS DEL SISTEMA NERVIOSO, ESPECIFICADAS"
Q079	"MALFORMACION CONGENITA DEL SISTEMA NERVIOSO, NO ESPECIFICADA"
Q10	"MALFORMACIONES CONGENITAS DE LOS PARPADOS, DEL APARATO LAGRIMAL Y DE LA ORBITA"
Q100	BLEFAROPTOSIS CONGENITA
Q101	ECTROPION CONGENITO
Q102	ENTROPION CONGENITO
Q103	OTRAS MALFORMACIONES CONGENITAS DE LOS PARPADOS
Q104	AUSENCIA Y AGENESIA DEL APARATO LAGRIMAL
Q105	ESTENOSIS Y ESTRECHEZ CONGENITAS DEL CONDUCTO LAGRIMAL
Q106	OTRAS MALFORMACIONES CONGENITAS DEL APARATO LAGRIMAL
Q107	MALFORMACION CONGENITA DE LA ORBITA
Q11	"ANOFTALMIA, MICROFTALMIA Y MACROFTALMIA"
Q110	GLOBO OCULAR QUISTICO
Q111	OTRAS ANOFTALMIAS
Q112	MICROFTALMIA
Q113	MACROFTALMIA
Q12	MALFORMACIONES CONGENITAS DEL CRISTALINO
Q120	CATARATA CONGENITA
Q121	DESPLAZAMIENTO CONGENITO DEL CRISTALINO
Q122	COLOBOMA DEL CRISTALINO
Q123	AFAQUIA CONGENITA
Q124	ESFEROFAQUIA
Q128	OTRAS MALFORMACIONES CONGENITAS DEL CRISTALINO
Q129	"MALFORMACION CONGENITA DEL CRISTALINO, NO ESPECIFICADA"
Q13	MALFORMACIONES CONGENITAS DEL SEGMENTO ANTERIOR DEL OJO
Q130	COLOBOMA DEL IRIS
Q131	AUSENCIA DEL IRIS
Q132	OTRAS MALFORMACIONES CONGENITAS DEL IRIS
Q133	OPACIDAD CORNEAL CONGENITA
Q134	OTRAS MALFORMACIONES CONGENITAS DE LA CORNEA
Q135	ESCLEROTICA AZUL
Q138	OTRAS MALFORMACIONES CONGENITAS DEL SEGMENTO ANTERIOR DEL OJO
Q139	"MALFORMACION CONGENITA DEL SEGMENTO ANTERIOR DEL OJO, NO ESPECIFICADA"
Q14	MALFORMACIONES CONGENITAS DEL SEGMENTO POSTERIOR DEL OJO
Q140	MALFORMACION CONGENITA DEL HUMOR VITREO
Q141	MALFORMACION CONGENITA DE LA RETINA
Q142	MALFORMACION CONGENITA DEL DISCO OPTICO
Q143	MALFORMACION CONGENITA DE LA COROIDES
Q148	OTRAS MALFORMACIONES CONGENITAS DEL SEGMENTO POSTERIOR DEL OJO
Q149	"MALFORMACION CONGENITA DEL SEGMENTO POSTERIOR DEL OJO, NO ESPECIFICADA"
Q15	OTRAS MALFORMACIONES CONGENITAS DEL OJO
Q150	GLAUCOMA CONGENITO
Q158	"OTRAS MALFORMACIONES CONGENITAS DEL OJO, ESPECIFICADAS"
Q159	"MALFORMACIONES CONGENITAS DEL OJO, NO ESPECIFICADAS"
Q16	MALFORMACIONES CONGENITAS DEL OIDO QUE CAUSAN ALTERACION DE LA AUDICION
Q160	AUSENCIA CONGENITA DEL PABELLON (DE LA OREJA)
Q161	"AUSENCIA CONGENITA, ATRESIA O ESTRECHEZ DEL CONDUCTO AUDITIVO (EXTERNO)"
Q162	AUSENCIA DE LA TROMPA DE EUSTAQUIO
Q163	MALFORMACION CONGENITA DE LOS HUESECILLOS DEL OIDO
Q164	OTRAS MALFORMACIONES CONGENITAS DEL OIDO MEDIO
Q165	MALFORMACION CONGENITA DEL OIDO INTERNO
Q169	"MALFORMACION CONGENITA DEL OIDO QUE CAUSA ALTERACION DE LA AUDICION, SIN OTRA ESPECIFICACION"
Q17	OTRAS MALFORMACIONES CONGENITAS DEL OIDO
Q170	OREJA SUPERNUMERARIA
Q171	MACROTIA
Q172	MICROTIA
Q173	OTRA DEFORMIDAD DEL PABELLON AURICULAR
Q174	ANOMALIA DE LA POSICION DE LA OREJA
Q175	OREJA PROMINENTE
Q178	"OTRAS MALFORMACIONES CONGENITAS DEL OIDO, ESPECIFICADAS"
Q179	"MALFORMACION CONGENITA DEL OIDO, NO ESPECIFICADA"
Q18	OTRAS MALFORMACIONES CONGENITAS DE LA CARA Y DEL CUELLO
Q180	"SENO, FISTULA O QUISTE DE LA HENDIDURA BRANQUIAL"
Q181	SENO Y QUISTE PREAURICULAR
Q182	OTRAS MALFORMACIONES DE LAS HENDIDURAS BRANQUIALES
Q183	PTERIGION DEL CUELLO
Q184	MACROSTOMIA
Q185	MICROSTOMIA
Q186	MACROQUEILIA
Q187	MICROQUEILIA
Q188	OTRAS MALFORMACIONES CONGENITAS ESPECIFICADAS DE CARA Y CUELLO
Q189	"MALFORMACION CONGENITA DE LA CARA Y DEL CUELLO, NO ESPECIFICADA"
Q20	MALFORMACIONES CONGENITAS DE LAS CAMARAS CARDIACAS Y SUS CONEXIONES
Q200	TRONCO ARTERIOSO COMUN
Q201	TRANSPOSICION DE LOS GRANDES VASOS EN VENTRICULO DERECHO
Q202	TRANSPOSICION DE LOS GRANDES VASOS EN VENTRICULO IZQUIERDO
Q203	DISCORDANCIA DE LA CONEXION VENTRICULO ARTERIAL
Q204	VENTRICULO CON DOBLE ENTRADA
Q205	DISCORDANCIA DE LA CONEXION AURICULO VENTRICULAR
Q206	ISOMERISMO DE LOS APENDICES AURICULARES
Q208	OTRAS MALFORMACIONES CONGENITAS DE LAS CAMARAS CARDIACAS Y SUS CONEXIONES
Q209	"MALFORMACION CONGENITA DE LAS CAMARAS CARDIACAS Y SUS CONEXIONES, NO EPECIFICADA"
Q21	MALFORMACIONES CONGENITAS DE LOS TABIQUES CARDIACOS
Q210	DEFECTO DEL TABIQUE VENTRICULAR
Q211	DEFECTO DEL TABIQUE AURICULAR
Q212	DEFECTO DEL TABIQUE AURICULOVENTRICULAR
Q213	TETRALOGIA DE FALLOT
Q214	DEFECTO DEL TABIQUE AORTOPULMONAR
Q218	OTRAS MALFORMACIONES CONGENITAS DE LOS TABIQUES CARDIACOS
Q219	"MALFORMACION CONGENITA DEL TABIQUE CARDIACO, NO ESPECIFICADA"
Q22	MALFORMACIONES CONGENITAS DE LAS VALVULAS PULMONAR Y TRICUSPIDE
Q220	ATRESIA DE LA VALVULA PULMONAR
Q221	ESTENOSIS CONGENITA DE LA VALVULA PULMONAR
Q222	INSUFICIENCIA CONGENITA DE LA VALVULA PULMONAR
Q223	OTRAS MALFORMACIONES CONGENITAS DE LA VALVULA PULMONAR
Q224	ESTENOSIS CONGENITA DE LA VALVULA TRICUSPIDE
Q225	ANOMALIA DE EBSTEIN
Q226	SINDROME DE HIPOPLASIA DEL CORAZON DERECHO
Q228	OTRAS MALFORMACIONES CONGENITAS DE LA VALVULA TRICUSPIDE
Q229	"MALFORMACION CONGENITA DE LA VALVULA TRICUSPIDE, NO ESPECIFICADA"
Q23	MALFORMACIONES CONGENITAS DE LAS VALVULAS AORTICA Y MITRAL
Q230	ESTENOSIS CONGENITA DE LA VALVULA AORTICA
Q231	INSUFICIENCIA CONGENITA DE LA VALVULA AORTICA
Q232	ESTENOSIS MITRAL CONGENITA
Q233	INSUFICIENCIA MITRAL CONGENITA
Q234	SINDROME DE HIPOPLASIA DEL CORAZON IZQUIERDO
Q238	OTRAS MALFORMACIONES CONGENITAS DE LAS VALVULAS AORTICA Y MITRAL
Q239	"MALFORMACION CONGENITA DE LAS VALVULAS AORTICA Y MITRAL, NO ESPECIFICADA"
Q24	OTRAS MALFORMACIONES CONGENITAS DEL CORAZON
Q240	DEXTROCARDIA
Q241	LEVOCARDIA
Q242	CORAZON TRIAURICULAR
Q243	ESTENOSIS DEL INFUNDIBULO PULMONAR
Q244	ESTENOSIS SUBAORTICA CONGENITA
Q245	MALFORMACION DE LOS VASOS CORONARIOS
Q246	BLOQUEO CARDIACO CONGENITO
Q248	"OTRAS MALFORMACIONES CONGENITAS  DEL CORAZON, ESPECIFICADAS"
Q249	"MALFORMACION CONGENITA DEL CORAZON, NO ESPECIFICADA"
Q25	MALFORMACIONES CONGENITAS DE LAS GRANDES ARTERIAS
Q250	CONDUCTO ARTERIOSO PERMEABLE
Q251	COARTACION DE LA AORTA
Q252	ATRESIA DE LA AORTA
Q253	ESTENOSIS DE LA AORTA
Q254	OTRAS MALFORMACIONES CONGENITAS DE LA AORTA
Q255	ATRESIA DE LA ARTERIA PULMONAR
Q256	ESTENOSIS DE LA ARTERIA PULMONAR
Q257	OTRAS MALFORMACIONES CONGENITAS DE LA ARTERIA PULMONAR
Q258	OTRAS MALFORMACIONES CONGENITAS DE LAS GRANDES ARTERIAS
Q259	"MALFORMACION CONGENITA DE LAS GRANDES ARTERIAS, NOESPECIFICADA"
Q26	MALFORMACIONES CONGENITAS DE LAS GRANDES VENAS
Q260	ESTENOSIS CONGENITA DE LA VENA CAVA
Q261	PERSISTENCIA DE LA VENA CAVA SUPERIOR IZQUIERDA
Q262	CONEXION ANOMALA TOTAL DE LAS VENAS PULMONARES
Q263	CONEXION ANOMALA PARCIAL DE LAS VENAS PULMONARES
Q264	"CONEXION ANOMALA DE LAS VENAS PULMONARES, SIN OTRA ESPECIFICACION"
Q265	CONEXION ANOMALA DE LA VENA PORTA
Q266	FISTULA ARTERIA HEPATICA-VENA PORTA
Q268	OTRAS MALFORMACIONES CONGENITAS DE LAS GRANDES VENAS
Q269	"MALFORMACION CONGENITA DE LAS GRANDES VENAS, NO ESPECIFICADA"
Q27	OTRAS MALFORMACIONES CONGENITAS DEL SISTEMA VASCULAR PERIFERICO
Q270	AUSENCIA E HIPOPLASIA CONGENITA DE LA ARTERIA UMBILICAL
Q271	ESTENOSIS CONGENITA DE LA ARTERIA RENAL
Q272	OTRAS MALFORMACIONES CONGENITAS DE LA ARTERIA RENAL
Q273	MALFORMACION ARTERIOVENOSA PERIFERICA
Q274	FLEBECTASIA CONGENITA
Q278	"OTRAS MALFORMACIONES CONGENITAS DEL SISTEMA VASCULAR PERIFERICO, ESPECIFICADAS"
Q279	"MALFORMACION CONGENITA DEL SISTEMA VASCULAR PERIFERICO, NO ESPECIFICADA"
Q28	OTRAS MALFORMACIONES CONGENITAS DEL SISTEMA CIRCULATORIO
Q280	MALFORMACION ARTERIOVENOSA DE LOS VASOS PRECEREBRALES
Q281	OTRAS MALFORMACIONES DE LOS VASOS PRECEREBRALES
Q282	MALFORMACION ARTERIOVENOSA DE LOS VASOS CEREBRALES
Q283	OTRAS MALFORMACIONES DE LOS VASOS CEREBRALES
Q288	"OTRAS MALFORMACIONES CONGENITAS DEL SISTEMA CIRCULATORIO, ESPECIFICADAS"
Q289	"MALFORMACION CONGENITA DEL SISTEMA CIRCULATORIO, NO ESPECIFICADA"
Q30	MALFORMACIONES CONGENITAS DE LA NARIZ
Q300	ATRESIA DE LAS COANAS
Q301	AGENESIA O HIPOPLASIA DE LA NARIZ
Q302	"HENDIDURA, FISURA O MUESCA DE LA NARIZ"
Q303	PERFORACION CONGENITA DEL TABIQUE NASAL
Q308	OTRAS MALFORMACIONES CONGENITAS DE LA NARIZ
Q309	"MALFORMACION CONGENITA DE LA NARIZ, NO ESPECIFICADA"
Q31	MALFORMACIONES CONGENITAS DE LA LARINGE
Q310	PTERIGION DE LA LARINGE
Q311	ESTENOSIS SUBGLOTICA CONGENITA
Q312	HIPOPLASIA LARINGEA
Q313	LARINGOCELE
Q314	ESTRIDOR LARINGEO CONGENITO
Q318	OTRAS MALFORMACIONES CONGENITAS DE LA LARINGE
Q319	"MALFORMACION CONGENITA DE LA LARINGE, NO ESPECIFICADA"
Q32	MALFORMACIONES CONGENITAS DE LA TRAQUEA Y DE LOS BRONQUIOS
Q320	TRAQUEOMALACIA CONGENITA
Q321	OTRAS MALFORMACIONES CONGENITAS DE LA TRAQUEA
Q322	BRONCOMALACIA CONGENITA
Q323	ESTENOSIS CONGENITA DE LOS BRONQUIOS
Q324	OTRAS MALFORMACIONES CONGENITAS DE LOS BRONQUIOS
Q33	MALFORMACIONES CONGENITAS DEL PULMON
Q330	QUISTE PULMONAR CONGENITO
Q331	LOBULO PULMONAR SUPERNUMERARIO
Q332	SECUESTRO DEL PULMON
Q333	AGENESIA DEL PULMON
Q334	BRONQUIECTASIA CONGENITA
Q335	TEJIDO ECTOPICO EN EL PULMON
Q336	HIPOPLASIA Y DISPLASIA PULMONAR
Q338	OTRAS MALFORMACIONES CONGENITAS DEL PULMON
Q339	"MALFORMACION CONGENITA DEL PULMON, NO ESPECIFICADA"
Q34	OTRAS MALFORMACIONES CONGENITAS DEL SISTEMA RESPIRATORIO
Q340	ANOMALIA DE LA PLEURA
Q341	QUISTE CONGENITO DEL MEDIASTINO
Q348	OTRAS MALFORMACIONES CONGENITAS ESPECIFICADAS DEL SISTEMA RESPIRATORIO
Q349	"MALFORMACION CONGENITA DEL SISTEMA RESPIRATORIO, NO ESPECIFICADA"
Q35	FISURA DEL PALADAR
Q350	"FISURA DEL PALADAR DURO, BILATERAL"
Q351	"FISURA DEL PALADAR DURO, UNILATERAL"
Q352	"FISURA DEL PALADAR BLANDO, BILATERAL"
Q353	"FISURA DEL PALADAR BLANDO, UNILATERAL"
Q354	"FISURA DEL PALADAR DURO Y DEL PALADAR BLANDO, BILATERAL"
Q355	"FISURA DEL PALADAR DURO Y DEL PALADAR BLANDO, UNILATERAL"
Q356	"FISURA DEL PALADAR, LINEA MEDIA"
Q357	FISURA DE LA UVULA
Q358	"FISURA DEL PALADAR BILATERAL, SIN OTRA ESPECIFICACION"
Q359	"FISURA DEL PALADAR UNILATERAL, SIN OTRA ESPECIFICACION"
Q36	LABIO LEPORINO
Q360	"LABIO LEPORINO, BILATERAL"
Q361	"LABIO LEPORINO, LINEA MEDIA"
Q369	"LABIO LEPORINO, UNILATERAL"
Q37	FISURA DEL PALADAR CON LABIO LEPORINO
Q370	"FISURA DEL PALADAR DURO CON LABIO LEPORINO, BILATERAL"
Q371	"FISURA DEL PALADAR DURO CON LABIO LEPORINO, UNILATERAL"
Q372	"FISURA DEL PALADAR BLANDO CON LABIO LEPORINO, BILATERAL"
Q373	"FISURA DEL PALADAR BLANDO CON LABIO LEPORINO, UNILATERAL"
Q374	"FISURA DEL PALADAR DURO Y DEL PALADAR BLANDO CON LABIO LEPORINO, BILATERAL"
Q375	"FISURA DEL PALADAR DURO Y DEL PALADAR BLANDO CON LABIO LEPORINO, UNILATERAL"
Q378	"FISURA DEL PALADAR CON LABIO LEPORINO BILATERAL, SIN OTRA ESPECIFICACION"
Q379	"FISURA DEL PALADAR CON LABIO LEPORINO UNILATERAL, SIN OTRA ESPECIFICACION"
Q38	"OTRAS MALFORMACIONES CONGENITAS DE LA LENGUA, DE LA BOCA Y DE LA FARINGE"
Q380	"MALFORMACIONES CONGENITAS DE LOS LABIOS, NO CLASIFICADAS EN OTRA PARTE"
Q381	ANQUILOGLOSIA
Q382	MACROGLOSIA
Q383	OTRAS MALFORMACIONES CONGENITAS DE LA LENGUA
Q384	MALFORMACIONES CONGENITAS DE LAS GLANDULAS Y DE LOS CONDUCTOS SALIVALES
Q385	"MALFORMACIONES CONGENITAS DEL PALADAR, NO CLASIFICADAS EN OTRA PARTE"
Q386	OTRAS MALFORMACIONES CONGENITAS DE LA BOCA
Q387	DIVERTICULO FARINGEO
Q388	OTRAS MALFORMACIONES CONGENITAS DE LA FARINGE
Q39	MALFORMACIONES CONGENITAS DEL ESOFAGO
Q390	"ATRESIA DEL ESOFAGO, SIN MENCION DE FISTULA"
Q391	ATRESIA DEL ESOFAGO CON FISTULA TRAQUEOESOFAGICA
Q392	FISTULA TRAQUEOESOFAGICA CONGENITA SIN MENCION DE ATRESIA
Q393	ESTRECHEZ O ESTENOSIS CONGENITA DEL ESOFAGO
Q394	PTERIGION DEL ESOFAGO
Q395	DILATACION CONGENITA DEL ESOFAGO
Q396	DIVERTICULO DEL ESOFAGO
Q398	OTRAS MALFORMACIONES CONGENITAS DEL ESOFAGO
Q399	"MALFORMACION CONGENITA DEL ESOFAGO, NO ESPECIFICADA"
Q40	OTRAS MALFORMACIONES CONGENITAS DE LA PARTE SUPERIOR DEL TUBO DIGESTIVO
Q400	ESTENOSIS HIPERTROFICA CONGENITA DEL PILORO
Q401	HERNIA HIATAL CONGENITA
Q402	"OTRAS MALFORMACIONES CONGENITAS DEL ESTOMAGO, ESPECIFICADAS"
Q403	"MALFORMACION CONGENITA DEL ESTOMAGO, NO ESPECIFICADA"
Q408	OTRAS MALFORMACIONES CONGENITAS DE LA PARTE SUPERIOR DEL TUBO DIGESTIVO
Q409	"MALFORMACION CONGENITA DE LA PARTE SUPERIOR DEL TUBO DIGESTIVO, NO ESPECIFICADA"
Q41	"AUSENCIA, ATRESIA Y ESTENOSIS CONGENITA DEL INTESTINO DELGADO"
Q410	"AUSENCIA, ATRESIA Y ESTENOSIS CONGENITA DEL DUODENO"
Q411	"AUSENCIA, ATRESIA Y ESTENOSIS CONGENITA DEL YEYUNO"
Q412	"AUSENCIA, ATRESIA Y ESTENOSIS CONGENITA DEL ILEON"
Q418	"AUSENCIA, ATRESIA Y ESTENOSIS CONGENITA DE OTRAS PARTES ESPECIFICADAS DEL INTESTINO DELGADO"
Q419	"AUSENCIA, ATRESIA Y ESTENOSIS CONGENITA DEL INTESTINO DELGADO, PARTE NO ESPECIFICADA"
Q42	"AUSENCIA, ATRESIA Y ESTENOSIS CONGENITA DEL INTESTINO GRUESO"
Q420	"AUSENCIA, ATRESIA Y ESTENOSIS CONGENITA DEL RECTO, CON FISTULA"
Q421	"AUSENCIA, ATRESIA Y ESTENOSIS CONGENITA DEL RECTO, SIN FISTULA"
Q422	"AUSENCIA, ATRESIA Y ESTENOSIS CONGENITA DEL ANO, CON FISTULA"
Q423	"AUSENCIA, ATRESIA Y ESTENOSIS CONGENITA DEL ANO, SIN FISTULA"
Q428	"AUSENCIA, ATRESIA Y ESTENOSIS CONGENITA DE OTRAS PARTES DEL INTESTINO GRUESO"
Q429	"AUSENCIA, ATRESIA Y ESTENOSIS CONGENITA DEL INTESTINO GRUESO, PARTE NO ESPECIFICADA"
Q43	OTRAS MALFORMACIONES CONGENITAS DEL INTESTINO
Q430	DIVERTICULO DE MECKEL
Q431	ENFERMEDAD DE HIRSCHSPRUNG
Q432	OTROS TRASTORNOS FUNCIONALES CONGENITOS DEL COLON
Q433	MALFORMACIONES CONGENITAS DE LA FIJACION DEL INTESTINO
Q434	DUPLICACION DEL INTESTINO
Q435	ANO ECTOPICO
Q436	FISTULA CONGENITA DEL RECTO Y DEL ANO
Q437	PERSISTENCIA DE LA CLOACA
Q438	"OTRAS MALFORMACIONES CONGENITAS DEL INTESTINO, ESPECIFICADAS"
Q439	"MALFORMACION CONGENITA DEL INTESTINO, NO ESPECIFICADA"
Q44	"MALFORMACIONES CONGENITAS DE LA VESICULA BILIAR, DE LOS CONDUCTOS BILIARES Y DEL HIGADO"
Q440	"AGENESIA, APLASIA E HIPOPLASIA DE LA VESICULA BILIAR"
Q441	OTRAS MALFORMACIONES CONGENITAS DE LA VESICULA BILIAR
Q442	ATRESIA DE LOS CONDUCTOS BILIARES
Q443	ESTRECHEZ Y ESTENOSIS CONGENITA DE LOS CONDUCTOS BILIARES
Q444	QUISTE DEL COLEDOCO
Q445	OTRAS MALFORMACIONES CONGENITAS DE LOS CONDUCTOS BILIARES
Q446	ENFERMEDAD QUISTICA DEL HIGADO
Q447	OTRAS MALFORMACIONES CONGENITAS DEL HIGADO
Q45	OTRAS MALFORMACIONES CONGENITAS DEL SISTEMA DIGESTIVO
Q450	"AGENESIA, APLASIA E HIPOPLASIA DEL PANCREAS"
Q451	PANCREAS ANULAR
Q452	QUISTE CONGENITO DEL PANCREAS
Q453	OTRAS MALFORMACIONES CONGENITAS DEL PANCREAS Y DEL CONDUCTO PANCREATICO
Q458	"OTRAS MALFORMACIONES CONGENITAS DEL SISTEMA DIGESTIVO, ESPECIFICADAS"
Q459	"MALFORMACION CONGENITA DEL SISTEMA DIGESTIVO, NO ESPECIFICADA"
Q50	"MALFORMACIONES CONGENITAS DE LOS OVARIOS, DE LAS TROMPAS DE FALOPIO Y DE LOS LIGAMENTOS ANCHOS"
Q500	AUSENCIA CONGENITA DE OVARIO
Q501	QUISTE EN DESARROLLO DEL OVARIO
Q502	TORSION CONGENITA DEL OVARIO
Q503	OTRAS MALFORMACIONES CONGENITAS DE LOS OVARIOS
Q504	QUISTE EMBRIONARIO DE LA TROMPA DE FALOPIO
Q505	QUISTE EMBRIONARIO DEL LIGAMENTO ANCHO
Q506	OTRAS MALFORMACIONES CONGENITAS DE LAS TROMPAS DE FALOPIO Y DEL LIGAMENTO ANCHO
Q51	MALFORMACIONES CONGENITAS DEL UTERO Y DEL CUELLO UTERINO
Q510	AGENESIA Y APLASIA DEL UTERO
Q511	DUPLICACION DEL UTERO CON DUPLICACION DEL CUELLO UTERINO Y DE LA VAGINA
Q512	OTRA DUPLICACION DEL UTERO
Q513	UTERO BICORNE
Q514	UTERO UNICORNE
Q515	AGENESIA Y APLASIA DEL CUELLO UTERINO
Q516	QUISTE EMBRIONARIO DEL CUELLO UTERINO
Q517	FISTULA CONGENITA ENTRE EL UTERO Y EL TRACTO DIGESTIVO Y URINARIO
Q518	OTRAS MALFORMACIONES CONGENITAS DEL UTERO Y DEL CUELLO UTERINO
Q519	"MALFORMACION CONGENITA DEL UTERO Y DEL CUELLO UTERINO, NO ESPECIFICADA"
Q52	OTRAS MALFORMACIONES CONGENITAS DE LOS ORGANOS GENITALES FEMENINOS
Q520	AUSENCIA CONGENITA DE LA VAGINA
Q521	DUPLICACION DE LA VAGINA
Q522	FISTULA RECTOVAGINAL CONGENITA
Q523	HIMEN IMPERFORADO
Q524	OTRAS MALFORMACIONES CONGENITAS DE LA VAGINA
Q525	FUSION DE LOS LABIOS DE LA VULVA
Q526	MALFORMACION CONGENITA DEL CLITORIS
Q527	OTRAS MALFORMACIONES CONGENITAS DE LA VULVA
Q528	"OTRAS MALFORMACIONES CONGENITAS DE LOS ORGANOS GENITALES FEMENINOS, ESPECIFICADAS"
Q529	"MALFORMACION CONGENITA DE LOS GENITALES FEMENINOS, NO ESPECIFICADA"
Q53	TESTICULO NO DESCENDIDO
Q530	ECTOPIA TESTICULAR
Q531	"TESTICULO NO DESCENDIDO, UNILATERAL"
Q532	"TESTICULO NO DESCENDIDO, BILATERAL"
Q539	"TESTICULO NO DESCENDIDO, SIN OTRA ESPECIFICACION"
Q54	HIPOSPADIAS
Q540	HIPOSPADIAS DEL GLANDE
Q541	HIPOSPADIAS PENEANA
Q542	HIPOSPADIAS PENOSCROTAL
Q543	HIPOSPADIAS PERINEAL
Q544	ENCORDAMIENTO CONGENITO DEL PENE
Q548	OTRAS HIPOSPADIAS
Q549	"HIPOSPADIAS, NO ESPECIFICADA"
Q55	OTRAS MALFORMACIONES CONGENITAS DE LOS ORGANOS GENITALES MASCULINOS
Q550	AUSENCIA Y APLASIA DEL TESTICULO
Q551	HIPOPLASIA DEL TESTICULO Y DEL ESCROTO
Q552	OTRAS MALFORMACIONES CONGENITAS DE LOS TESTICULOS Y DEL ESCROTO
Q553	ATRESIA DEL CONDUCTO DEFERENTE
Q554	"OTRAS MALFORMMACIONES CONGENITAS DE LOS CONDUCTOS DEFERENTES, DEL EPIDIDIMO, DE LAS VESICULAS SEMINA"
Q555	APLASIA Y AUSENCIA CONGENITA DEL PENE
Q556	OTRAS MALFORMACIONES CONGENITAS DEL PENE
